1239	Business	Insurance agencies, brokers & agents	Contributions	2024-01-02 22:57:32
1239	Group	Finance, Insurance & Real Estate	Contributions	2024-01-02 22:57:32
1239	Industry	Insurance	Contributions	2024-01-02 22:57:32
1244	Business	Vendors	Contributions	2024-01-02 22:57:32
1244	Group	Communications & Electronics	Contributions	2024-01-02 22:57:32
1244	Industry	Computer Equipment & Services	Contributions	2024-01-02 22:57:32
1270	Business	Credit unions	Contributions	2024-01-02 22:57:32
1270	Group	Finance, Insurance & Real Estate	Contributions	2024-01-02 22:57:32
1270	Industry	Credit Unions	Contributions	2024-01-02 22:57:32
1279	Business	Professional sports, arenas & related equipment and services	Contributions	2024-01-02 22:57:32
1279	Group	General Business	Contributions	2024-01-02 22:57:32
1279	Industry	Recreation & Live Entertainment	Contributions	2024-01-02 22:57:32
1284	Business	Department, variety & convenience stores	Contributions	2024-01-02 22:57:32
1284	Group	General Business	Contributions	2024-01-02 22:57:32
1284	Industry	Retail Sales	Contributions	2024-01-02 22:57:32
1289	Business	Psychiatrists & psychologists	Contributions	2024-01-02 22:57:32
1289	Group	Health	Contributions	2024-01-02 22:57:32
1289	Industry	Health Professionals	Contributions	2024-01-02 22:57:32
1293	Business	Building operators & managers	Contributions	2024-01-02 22:57:32
1293	Group	Finance, Insurance & Real Estate	Contributions	2024-01-02 22:57:32
1293	Industry	Real Estate	Contributions	2024-01-02 22:57:32
1296	Business	Museums, art galleries, libraries, etc.	Contributions	2024-01-02 22:57:32
1296	Group	Government Agencies/Education/Other	Contributions	2024-01-02 22:57:32
1296	Industry	Nonprofit Institutions	Contributions	2024-01-02 22:57:32
1315	Business	Native American tribes & governing units	Contributions	2024-01-02 22:57:32
1315	Business	Uncoded	Contributions	2024-01-02 22:57:32
1315	Group	Government Agencies/Education/Other	Contributions	2024-01-02 22:57:32
1315	Group	Uncoded	Contributions	2024-01-02 22:57:32
1315	Industry	Tribal Governments	Contributions	2024-01-02 22:57:32
1315	Industry	Uncoded	Contributions	2024-01-02 22:57:32
1317	Business	Casinos, racetracks & gambling	Contributions	2024-01-02 22:57:32
1317	Group	General Business	Contributions	2024-01-02 22:57:32
1317	Industry	Gambling & Casinos	Contributions	2024-01-02 22:57:32
1328	Business	Native American tribes & governing units	Contributions	2024-01-02 22:57:32
